Gene;GDI;;;
TMEM14A;1,6594338;;;
DPY30;1,659036421;;;
RP11-589C21,6;1,658943282;;;
RBMS1;1,658873705;;;
AIMP1;1,658854558;;;
TPRG1;1,658848938;;;
FBXL6;1,65866664;;;
RP11-792A8,4;1,658258808;;;
PDCD1;1,658200551;;;
SNRNP40;1,658192838;;;
MBNL1;1,658095833;;;
CENPC;1,658048503;;;
TMEM121;1,658036321;;;
MRPL2;1,657953769;;;
MECP2;1,657746207;;;
PDCD7;1,657470152;;;
TMUB1;1,65708482;;;
IFIT1;1,656898651;;;
PPM1M;1,656867609;;;
RP11-421L21,3;1,656786229;;;
CHPF;1,656699808;;;
SKIL;1,656496316;;;
C12orf79;1,656399167;;;
TGFBR2;1,656135773;;;
DRG2;1,656109611;;;
TOMM5;1,656095527;;;
NONO;1,656051684;;;
ICOS;1,656028045;;;
SRF;1,655863006;;;
ANKRD36C;1,655774358;;;
SLC25A19;1,655638247;;;
TXNRD2;1,655627465;;;
ZSCAN16-AS1;1,655490411;;;
BCAS2;1,655457404;;;
UPF3A;1,655411868;;;
ARL2;1,655375339;;;
PHF20L1;1,655226523;;;
SYVN1;1,655030744;;;
HCFC1;1,655008244;;;
SMIM11;1,654959732;;;
NOA1;1,654922848;;;
SWI5;1,654815705;;;
GALNT2;1,65464092;;;
C19orf12;1,654534737;;;
ZNF595;1,654501628;;;
FADS3;1,654345621;;;
GRK5;1,654250573;;;
WTAP;1,654212716;;;
ZBTB38;1,654101576;;;
MCAT;1,654030126;;;
SCAF4;1,653985705;;;
ZFYVE19;1,653734892;;;
MTX2;1,653573738;;;
SOCS2;1,653573522;;;
PIGC;1,653438523;;;
TNFRSF10B;1,653399226;;;
CBX7;1,653326046;;;
KIAA0907;1,65313913;;;
CBWD2;1,65285468;;;
APOL6;1,652747791;;;
DDA1;1,652623662;;;
MRPL44;1,652433395;;;
PEX2;1,652329962;;;
CCAR1;1,652281006;;;
ARPP19;1,652163622;;;
CTSF;1,651581806;;;
ZBTB20;1,651514631;;;
TRMT61A;1,651430838;;;
UBE2J2;1,651274473;;;
ENOSF1;1,651233924;;;
AP3M2;1,65108173;;;
METTL18;1,651012789;;;
RNF10;1,65098506;;;
CBX5;1,65097185;;;
CRAT;1,650917441;;;
RPL7L1;1,650914448;;;
NCBP2;1,650822636;;;
GTPBP1;1,650797052;;;
FKBP5;1,650653534;;;
NCOA1;1,650535312;;;
NOP56;1,650363553;;;
FXR1;1,650354247;;;
BTLA;1,650311945;;;
YY1AP1;1,650295352;;;
USO1;1,650236256;;;
CEP85;1,650127412;;;
RMND5B;1,650111904;;;
SUFU;1,649912257;;;
SETDB1;1,649877861;;;
CSAD;1,649858348;;;
AGPAT5;1,649838563;;;
EIF4EBP2;1,649665111;;;
GCLC;1,649548487;;;
TRAP1;1,649524586;;;
TMEM106A;1,649449972;;;
CMC2;1,649425584;;;
SRRD;1,649133955;;;
ISCA1;1,649004744;;;
KAT8;1,648744069;;;
RP11-1094M14,11;1,648118397;;;
RNF113A;1,64763611;;;
PWP1;1,647633593;;;
BAG3;1,647542947;;;
ABCA2;1,647434229;;;
GNA12;1,647381926;;;
CSGALNACT2;1,64722184;;;
SNRNP200;1,647157813;;;
NUDCD2;1,647120176;;;
TMEM25;1,647010124;;;
ZFAND2B;1,646787481;;;
STAT1;1,646780389;;;
SURF4;1,646734276;;;
DHX36;1,646725036;;;
MCTP2;1,64659686;;;
LIPE-AS1;1,64653213;;;
SBK1;1,646486322;;;
RP9;1,646485807;;;
ECHDC2;1,646047859;;;
ZNF493;1,64581733;;;
EPOR;1,645546767;;;
ING1;1,64550885;;;
NRBF2;1,644807628;;;
TNFSF8;1,644776925;;;
SPNS3;1,644766547;;;
RDH14;1,644718408;;;
HCFC2;1,644631155;;;
HSPA9;1,644435743;;;
CDC14A;1,643594962;;;
REST;1,643551574;;;
INO80C;1,643415877;;;
MYO5A;1,643074107;;;
CSNK1A1;1,643054467;;;
RANGRF;1,642797433;;;
TCTA;1,642727469;;;
NISCH;1,642587386;;;
C1orf85;1,642578873;;;
AP3B1;1,642540998;;;
FAM120A;1,641915828;;;
TFPT;1,641848268;;;
PDZD4;1,641798792;;;
CLDND2;1,641694164;;;
CABIN1;1,641529926;;;
KIAA0100;1,641463957;;;
ADAMTS10;1,641379581;;;
UBA5;1,641367734;;;
MIOS;1,641241995;;;
KLHDC2;1,641019642;;;
NUMA1;1,640892342;;;
KCNQ1OT1;1,640846451;;;
B3GAT3;1,640787309;;;
EIF3J;1,640632431;;;
RNF41;1,640440705;;;
SIPA1L1;1,640379947;;;
SDHAF1;1,640286739;;;
ZBTB18;1,639931375;;;
SEH1L;1,639911388;;;
MAPK1IP1L;1,639375119;;;
ANKRD55;1,639342457;;;
TMEM167B;1,639249177;;;
ANKH;1,638797542;;;
EMC9;1,638782106;;;
TECPR2;1,638754018;;;
TRIM52-AS1;1,638626641;;;
ATAD2;1,638421453;;;
RP5-1091N2,9;1,638349743;;;
SEPHS2;1,638346021;;;
RP11-69E11,4;1,638227709;;;
WIPI2;1,638203192;;;
PSMD5-AS1;1,638083495;;;
SETD3;1,638028459;;;
ABAT;1,637896838;;;
GIT2;1,637540346;;;
PAFAH1B1;1,637531124;;;
WDR74;1,637302515;;;
CASP8;1,637164251;;;
NSRP1;1,637020568;;;
LINC00657;1,63691093;;;
TFAP4;1,636890833;;;
SKA2;1,636854231;;;
SLC39A8;1,636672027;;;
PGS1;1,636615668;;;
RSPH3;1,636418847;;;
DCTN6;1,636197748;;;
PSME3;1,636060774;;;
TSPAN5;1,635940177;;;
C16orf95;1,635933439;;;
ZNF24;1,635830008;;;
GEMIN6;1,635589494;;;
SUSD4;1,635561099;;;
KIAA0195;1,635428273;;;
FNBP4;1,634980188;;;
EXOC3;1,63476114;;;
NHLRC3;1,634533198;;;
CLUH;1,634508111;;;
AGK;1,634486282;;;
CHD7;1,634461631;;;
CNTRL;1,634341677;;;
TOMM40L;1,633971505;;;
FHOD1;1,633962029;;;
ASUN;1,63329261;;;
HIST1H2AG;1,633078441;;;
RP11-161M6,2;1,632809738;;;
GOLGA3;1,632792983;;;
HILPDA;1,632511743;;;
RHBDD2;1,632366542;;;
ZMPSTE24;1,632341313;;;
DDB2;1,632276362;;;
SAAL1;1,632135944;;;
MCM4;1,63190423;;;
CDK11A;1,631837262;;;
COQ5;1,631666288;;;
RYBP;1,631452611;;;
PROCA1;1,631233171;;;
SMYD4;1,631187192;;;
DDX56;1,630954625;;;
MTMR3;1,63090028;;;
AKT1S1;1,63089115;;;
NIFK;1,630628964;;;
GLUD1;1,630530543;;;
CHD1L;1,630405576;;;
FAM98C;1,630318107;;;
ZCCHC9;1,630234609;;;
MON1B;1,630090427;;;
N4BP3;1,630040368;;;
CYTH2;1,629734572;;;
NARF;1,629728266;;;
TIPARP;1,629720167;;;
DALRD3;1,629666397;;;
SREK1;1,629288461;;;
C5orf45;1,62909782;;;
NELFB;1,628766783;;;
SLMO2;1,628750246;;;
MOSPD2;1,628281932;;;
IRAK4;1,628281135;;;
ARAF;1,628274236;;;
ZNF394;1,628244295;;;
ARL1;1,628059829;;;
LARP1B;1,627867109;;;
NR2C2AP;1,62786168;;;
UBIAD1;1,627765283;;;
DRG1;1,627571269;;;
ACTR10;1,627542707;;;
N4BP2L1;1,62746055;;;
ATP5SL;1,627448417;;;
ALDH3A2;1,62736278;;;
TTC1;1,627348518;;;
SAFB;1,627343585;;;
MESP1;1,627321221;;;
THAP8;1,627304834;;;
UAP1;1,627211869;;;
HSPB11;1,627046468;;;
FAM133B;1,626996015;;;
NAA50;1,626959964;;;
PARP10;1,626782701;;;
MRPS18A;1,626767387;;;
RP11-542M13,3;1,626716098;;;
ANP32E;1,626666367;;;
DHTKD1;1,626491091;;;
NFATC2;1,626205206;;;
INTS9;1,626170531;;;
SLC18B1;1,625968419;;;
ARMC7;1,625945753;;;
PFKP;1,625919686;;;
ACTL6A;1,625904711;;;
NCK1;1,625723426;;;
ABCE1;1,625525202;;;
SMARCE1;1,625293714;;;
WDR12;1,625274263;;;
SLC25A43;1,625256943;;;
RBM25;1,625239196;;;
HTATSF1;1,625226897;;;
PRPSAP2;1,625096972;;;
ZC3H13;1,624990012;;;
NUP210;1,624965475;;;
SPRYD7;1,624655286;;;
ATXN7;1,624599513;;;
MRPL45;1,6243249;;;
KMT2C;1,624184464;;;
ZNF592;1,624179813;;;
HERPUD2;1,624172668;;;
SS18L2;1,623939389;;;
VSIG1;1,62390826;;;
DGCR2;1,623803288;;;
DLD;1,623481129;;;
USP20;1,623376036;;;
NUDT18;1,623324856;;;
WDR86;1,623259474;;;
NBL1;1,623235121;;;
RBM33;1,623176905;;;
HNRNPUL2;1,623147969;;;
HSPH1;1,622989406;;;
UHRF1BP1L;1,622974969;;;
C10orf118;1,622888489;;;
PELI1;1,62235888;;;
TMEM234;1,622082927;;;
SURF2;1,622040723;;;
OSER1-AS1;1,622036955;;;
HNRNPUL1;1,621693128;;;
JMJD1C;1,621617678;;;
PISD;1,621530481;;;
CECR5;1,621469259;;;
SUPT16H;1,621375289;;;
AAMDC;1,621285747;;;
DNAJC13;1,620947596;;;
COA1;1,62092933;;;
FAM131A;1,620920201;;;
H6PD;1,620899064;;;
KLF7;1,620733236;;;
RHNO1;1,620711248;;;
GFER;1,620688467;;;
CROCCP2;1,620397863;;;
CCDC91;1,620025749;;;
GOLGA2;1,619972763;;;
C12orf76;1,619689077;;;
OAS2;1,619414853;;;
VNN2;1,619170347;;;
DNTTIP2;1,618927946;;;
TXNDC9;1,618821172;;;
PCCA;1,618751283;;;
PIK3CG;1,618687962;;;
CPSF3L;1,618613115;;;
ZNF738;1,618437856;;;
KPNB1;1,618416422;;;
KDM5A;1,618392735;;;
ISYNA1;1,618109373;;;
GLRX5;1,617791148;;;
NFE2L1;1,617782361;;;
BSDC1;1,617355967;;;
RAD50;1,617325191;;;
STAT5A;1,617304931;;;
RAB11FIP4;1,617121692;;;
SYT11;1,61705233;;;
TELO2;1,617003703;;;
SEC16A;1,616866751;;;
NBPF1;1,616807182;;;
CERS2;1,61673094;;;
STX6;1,616663325;;;
GPR65;1,616598549;;;
DICER1;1,616499699;;;
RERE;1,616009354;;;
OXLD1;1,61596706;;;
WDTC1;1,615750038;;;
HDAC3;1,615450521;;;
TBCE;1,615402941;;;
TMEM242;1,615255735;;;
ZFYVE16;1,615184153;;;
SSRP1;1,615141721;;;
FBXO9;1,615004141;;;
C2orf40;1,614712557;;;
KRR1;1,614685947;;;
ZNF655;1,614520402;;;
DBF4;1,614492926;;;
HAUS2;1,614492766;;;
RBM18;1,614379129;;;
DSN1;1,614141601;;;
EBAG9;1,61411834;;;
UBALD2;1,613884088;;;
RP1-241P17,4;1,613853881;;;
SREBF2;1,613527493;;;
PML;1,613526268;;;
ENPP4;1,613373502;;;
NUB1;1,613313099;;;
DTX2;1,612958556;;;
EMD;1,6128888;;;
MKNK1;1,612800195;;;
RAB3GAP1;1,612785674;;;
KIF20B;1,612629152;;;
SETX;1,612550497;;;
ZSWIM8;1,612397816;;;
ATF7;1,612383855;;;
ERLEC1;1,612369137;;;
PIGS;1,612257245;;;
FAM91A1;1,61211693;;;
TOB2;1,611915405;;;
ETNK1;1,611613744;;;
XIST;1,611613677;;;
ZNF259;1,611462866;;;
SPG11;1,611380291;;;
SCCPDH;1,611275817;;;
HEXDC;1,61103787;;;
HAGHL;1,610988525;;;
PIK3R1;1,610946006;;;
ZRSR2;1,610512932;;;
RPF1;1,610242723;;;
SPTAN1;1,610127558;;;
GIMAP8;1,609972804;;;
LIPA;1,60995449;;;
RIC8A;1,609909879;;;
MAP3K1;1,609846019;;;
SEC24C;1,609810716;;;
RFWD2;1,609777795;;;
MCCC2;1,609721503;;;
JARID2;1,609609409;;;
LINC00910;1,609555401;;;
TRIM21;1,609430818;;;
RHBDL1;1,609168193;;;
THOP1;1,609103781;;;
CIAO1;1,60905876;;;
CALCOCO1;1,609051002;;;
ULK2;1,608975714;;;
SGTB;1,608896597;;;
EIF2B1;1,608886846;;;
BDH1;1,608725581;;;
WHSC1;1,608677088;;;
RP11-799D4,4;1,608676834;;;
MORF4L2;1,60861017;;;
MORC2;1,608607185;;;
MROH1;1,608594429;;;
TMEM19;1,608593694;;;
SLC35A5;1,608543668;;;
NUDT2;1,608503463;;;
SRSF4;1,60832721;;;
GLTP;1,60827799;;;
UNC50;1,608176361;;;
CRADD;1,607599772;;;
UBE2Z;1,607535254;;;
SRPRB;1,607440043;;;
SETD7;1,607371379;;;
STAM2;1,607352548;;;
RP11-640M9,1;1,607282957;;;
MPI;1,607199496;;;
HIST1H2BN;1,60706718;;;
KDSR;1,60698764;;;
SIK3;1,606974059;;;
PRPF38A;1,606599623;;;
POP5;1,606341731;;;
RAB8B;1,606142056;;;
MZF1;1,606086964;;;
LDOC1;1,60586759;;;
ANKRD28;1,605591441;;;
ACYP1;1,605496076;;;
FAM105B;1,605318591;;;
HMGA1P4;1,605054496;;;
POLR2H;1,605015849;;;
IMMP1L;1,604983791;;;
C22orf39;1,604571809;;;
HTRA2;1,60455855;;;
ACSS1;1,604525656;;;
TMEM18;1,604498142;;;
SYAP1;1,60440516;;;
CEP164;1,60418233;;;
AMD1;1,60413175;;;
HIPK2;1,603929122;;;
TGFBR1;1,603902263;;;
MYO1C;1,603640923;;;
AFTPH;1,603574091;;;
MTF1;1,603560118;;;
PPP3CA;1,603460951;;;
MRPS9;1,603077846;;;
GTF2F1;1,603023617;;;
COQ10B;1,60269753;;;
TTF2;1,602537692;;;
PLXDC1;1,602523459;;;
UBFD1;1,602308506;;;
BRD9;1,602221709;;;
AMDHD2;1,602205952;;;
LEMD2;1,602195382;;;
LY6G5C;1,60207992;;;
MITD1;1,601980715;;;
AGA;1,601882831;;;
PROSC;1,601866386;;;
C4orf32;1,601793582;;;
TBC1D10A;1,601773351;;;
DDX41;1,601743615;;;
PTOV1;1,601673315;;;
SWSAP1;1,601610463;;;
LINC00426;1,601552974;;;
LTBP4;1,601393136;;;
RIPK3;1,600563592;;;
G3BP2;1,600527241;;;
UCKL1;1,600430753;;;
TAF1B;1,600304084;;;
GID8;1,600128258;;;
TRNAU1AP;1,599934027;;;
LINC01004;1,59991289;;;
TMEM214;1,599874544;;;
RP3-402G11,26;1,599678259;;;
SCRIB;1,599654178;;;
SNRK;1,599393446;;;
ILF3;1,599214892;;;
PLEKHB2;1,599160112;;;
HGS;1,598967705;;;
COPG1;1,598876375;;;
MARK3;1,598718136;;;
CTNS;1,598669497;;;
COX19;1,598632335;;;
MRPL9;1,59856823;;;
TRIM26;1,598424743;;;
DCAF12;1,598416128;;;
MAP2K1;1,598345348;;;
MAPK14;1,598323307;;;
CIR1;1,59817334;;;
UBAP2;1,598112397;;;
TUBD1;1,598047908;;;
PRRT1;1,598021737;;;
LRRC14;1,598015609;;;
TOB1;1,597863499;;;
GADD45G;1,597686932;;;
LINC00938;1,597498519;;;
RP11-936I5,1;1,597470601;;;
CDYL;1,597400592;;;
DUSP10;1,597232077;;;
KLHDC3;1,596913529;;;
DENR;1,596864452;;;
DENND1B;1,596832956;;;
KANK3;1,596682722;;;
RRS1;1,596434036;;;
NSD1;1,596228963;;;
RNF139;1,596076882;;;
PI4K2A;1,595970003;;;
MED30;1,595882198;;;
PNPLA7;1,595834642;;;
B4GALT7;1,595779164;;;
RP11-752G15,6;1,5955348;;;
NIF3L1;1,595437444;;;
FBXL8;1,595036823;;;
RNF145;1,594932613;;;
GYLTL1B;1,594920067;;;
ALDH9A1;1,594366107;;;
KIF13B;1,594122503;;;
GOLT1B;1,594060598;;;
ASB13;1,593736104;;;
PRR14L;1,59345309;;;
RP1-8B1,4;1,593042566;;;
ZNF687;1,592683196;;;
CERS5;1,592594186;;;
PRICKLE3;1,592546479;;;
DHX34;1,592525091;;;
XPO6;1,592447236;;;
SHMT1;1,592171611;;;
ADCK3;1,592141342;;;
PTPN22;1,592023563;;;
CCDC28A;1,591932284;;;
DR1;1,591730423;;;
STK24;1,59164541;;;
AVPI1;1,591393234;;;
HARS;1,591359133;;;
TNIP2;1,591339613;;;
GIPC1;1,591144027;;;
SCOC;1,591124819;;;
CLK3;1,591061694;;;
VPS16;1,590947127;;;
DBP;1,590945965;;;
PDK3;1,590945156;;;
MAEA;1,59053661;;;
NARS;1,59050639;;;
DHX29;1,590344975;;;
PRPF19;1,590280653;;;
DNM1L;1,590254493;;;
TOX4;1,590145912;;;
SPG7;1,590072402;;;
CD46;1,590068972;;;
ECE1;1,589975812;;;
COQ4;1,589894779;;;
FASTK;1,589520534;;;
DCTN1;1,589348536;;;
BAG2;1,58928934;;;
ACN9;1,589206214;;;
MTAP;1,589178762;;;
ACTR3B;1,588962437;;;
CNOT4;1,588961669;;;
ARMCX3;1,588956814;;;
MTHFD1;1,588951325;;;
YIPF1;1,588945371;;;
C1orf50;1,588879494;;;
CBFA2T2;1,588779438;;;
DAAM1;1,588739539;;;
SESN2;1,58862369;;;
ZNF83;1,588385042;;;
LXN;1,588311608;;;
ZC3HAV1;1,588067547;;;
PRKAR2A;1,588065244;;;
CPSF7;1,588019958;;;
DNMT1;1,587851077;;;
CSGALNACT1;1,587839779;;;
ATRX;1,587833666;;;
ING5;1,587817153;;;
LINC00987;1,587709762;;;
VIM-AS1;1,58757826;;;
RP5-1073O3,7;1,587346908;;;
STT3B;1,587341098;;;
UBL3;1,587196811;;;
BBS7;1,586950988;;;
RFX1;1,586926454;;;
C15orf40;1,586692578;;;
MT-ND6;1,586315906;;;
ANKRD10;1,5862059;;;
FLI1;1,586055458;;;
MGAT2;1,585948812;;;
PHF11;1,585817617;;;
BLOC1S6;1,585489777;;;
ERO1LB;1,58542646;;;
NDST2;1,585365497;;;
COX15;1,585229588;;;
FAIM;1,585214993;;;
GRIPAP1;1,585073364;;;
TMEM71;1,585032201;;;
DSEL;1,58495044;;;
TMEM55B;1,584867514;;;
YEATS4;1,584826524;;;
RP6-109B7,3;1,584728411;;;
CHTOP;1,584560895;;;
CHKB;1,584288768;;;
CEP152;1,584167632;;;
AUTS2;1,584016251;;;
FAM153B;1,583921414;;;
DNMT3A;1,583697336;;;
GGPS1;1,583577621;;;
VPS72;1,583533294;;;
DYRK4;1,583391859;;;
CYB561;1,583264218;;;
MDP1;1,583210643;;;
HPS4;1,583047738;;;
TUSC2;1,582972149;;;
CYFIP2;1,582810464;;;
PHF20;1,582733546;;;
GPR150;1,582729478;;;
HIST1H2AL;1,582671214;;;
CBLB;1,58248841;;;
POLR2K;1,582465483;;;
GALNT10;1,58246145;;;
COA5;1,582238472;;;
SFSWAP;1,582227849;;;
ZNF766;1,582157531;;;
TMEM251;1,582124556;;;
ANKRD36;1,582022552;;;
C21orf2;1,582010135;;;
PKN2;1,581889592;;;
VRK1;1,581582537;;;
AMN;1,581575229;;;
CACNA2D4;1,581477509;;;
HOXB4;1,580943774;;;
GTPBP6;1,580666591;;;
MCM3;1,580544991;;;
LTBP3;1,580514472;;;
IGFBP4;1,580465052;;;
MTIF2;1,580390083;;;
RP11-182L21,6;1,580305142;;;
NUP62;1,580293818;;;
KRIT1;1,580260642;;;
HMGXB4;1,580192398;;;
SETDB2;1,580136119;;;
MECR;1,580067246;;;
CHEK2;1,580042229;;;
FNDC3B;1,580036469;;;
PRPF31;1,579956188;;;
CTDSP2;1,579881565;;;
CASP10;1,579439063;;;
RP11-620J15,3;1,579360658;;;
BRE;1,579295636;;;
FBRS;1,578833784;;;
TNFSF12;1,578686619;;;
ZNF263;1,57860795;;;
CIAPIN1;1,578606794;;;
PES1;1,578541053;;;
ARHGAP11B;1,578430491;;;
ZNF821;1,578325167;;;
PDRG1;1,578285874;;;
TERF1;1,578057774;;;
PTPN9;1,577889693;;;
EXD3;1,577795361;;;
PRR4;1,577750592;;;
TBC1D17;1,577708609;;;
CYB561D1;1,577284075;;;
ZRANB2;1,577083625;;;
CEP57;1,577077641;;;
KIAA0319L;1,577069361;;;
CNOT1;1,577025962;;;
LARS;1,576848241;;;
MINK1;1,576758894;;;
AC010642,1;1,576325937;;;
FBXL5;1,576230541;;;
CREB3L2;1,576162506;;;
VGLL4;1,576146009;;;
KNOP1;1,576099481;;;
DGCR6;1,57595946;;;
CERK;1,57575972;;;
MPHOSPH6;1,575688834;;;
USP22;1,575549732;;;
KLC1;1,575276122;;;
RP11-485G4,2;1,575130042;;;
TMEM150A;1,575091276;;;
ALG13;1,575069961;;;
MTMR10;1,575013401;;;
MGRN1;1,574987567;;;
STRADB;1,574980666;;;
ZFPL1;1,574851592;;;
MAPK8IP3;1,574693397;;;
MRPS2;1,574645636;;;
CCNB1IP1;1,574628144;;;
WRNIP1;1,574544236;;;
SPOP;1,574469522;;;
FAM193B;1,574410071;;;
TIGD1;1,57429224;;;
ZBED1;1,574108523;;;
PRCC;1,574062928;;;
EP400;1,573990431;;;
ZDHHC21;1,573802605;;;
AKAP17A;1,573668907;;;
CEPT1;1,573628996;;;
SLC37A3;1,573348447;;;
DYNC1I2;1,573145275;;;
TAF11;1,572660021;;;
LRRC41;1,572605853;;;
SAFB2;1,572399675;;;
ANKRD32;1,572386025;;;
EML3;1,572350772;;;
B3GNTL1;1,57232561;;;
HDDC3;1,572246389;;;
HELZ2;1,572206435;;;
INADL;1,571969348;;;
AARSD1;1,571938195;;;
RP11-446N19,1;1,571864992;;;
LINC01137;1,571652518;;;
TRAF3IP2;1,571468235;;;
C1RL;1,571311482;;;
FAM120AOS;1,57119618;;;
CETN2;1,571092477;;;
GOT1;1,571041672;;;
RNF8;1,570946604;;;
SGSM3;1,570883176;;;
FASTKD5;1,570634433;;;
COL18A1;1,570565055;;;
GON4L;1,570517085;;;
U2SURP;1,570390351;;;
PHKB;1,570377332;;;
TMEM126B;1,5703762;;;
EPHX1;1,570313249;;;
SPG20;1,570305829;;;
SESN1;1,570178089;;;
PIK3CB;1,570170441;;;
LCLAT1;1,569977077;;;
PARP9;1,569945731;;;
SMAD5;1,569931222;;;
C16orf54;1,569837383;;;
RP11-44F21,5;1,569792843;;;
CREM;1,569753503;;;
UBE2Q2;1,569607118;;;
PHAX;1,569500673;;;
YTHDF2;1,569418239;;;
WNT10A;1,569071825;;;
TRIM22;1,568963594;;;
PGM1;1,568950713;;;
RP11-427H3,3;1,568775581;;;
NT5C2;1,568649567;;;
MALT1;1,56858744;;;
GTF2B;1,568384139;;;
PFDN4;1,568364733;;;
POLM;1,568176507;;;
PHF21A;1,568171282;;;
ZNF880;1,568128177;;;
EFHC1;1,568068931;;;
TDP2;1,568046339;;;
SLC35C2;1,568002636;;;
MYPOP;1,567872635;;;
NR3C1;1,567868242;;;
YWHAG;1,567831105;;;
RFT1;1,56749468;;;
FXYD2;1,567339028;;;
RP4-575N6,4;1,567310932;;;
NUTM2A-AS1;1,567211651;;;
DIMT1;1,567116611;;;
RFC5;1,567013365;;;
PRKX;1,567008971;;;
ILKAP;1,566949029;;;
IL15RA;1,566940137;;;
MED27;1,566934256;;;
KLHL24;1,566871995;;;
RP11-103G8,2;1,5667989;;;
ITGA5;1,566796472;;;
ATG4D;1,566648922;;;
ACSL4;1,56653645;;;
PDIA5;1,566408236;;;
ZC3H6;1,566402834;;;
YDJC;1,566278241;;;
WDR37;1,566260978;;;
TMEM86B;1,566245453;;;
ATAD5;1,566096543;;;
ACSF3;1,565899604;;;
MAPRE2;1,565853775;;;
SLC35B2;1,565738468;;;
MANBAL;1,565666013;;;
FAM71D;1,565325105;;;
GALC;1,56531171;;;
CLSTN1;1,565292424;;;
PPAN;1,56524019;;;
ZDHHC5;1,56513538;;;
PPWD1;1,565058569;;;
ZBTB48;1,565007947;;;
TMCO3;1,564990768;;;
ABCD1;1,564403561;;;
PCMTD2;1,56439898;;;
CDKN2AIP;1,564185268;;;
HAR1A;1,56415025;;;
PPP2R4;1,564060499;;;
NELFCD;1,563806414;;;
KDM5C;1,563790191;;;
NUP88;1,563752348;;;
LAPTM4B;1,56370311;;;
TP53I13;1,563680153;;;
TROVE2;1,563672549;;;
SMARCA5;1,563668955;;;
CTD-2037K23,2;1,563637741;;;
MCM3AP;1,563553483;;;
DDX19B;1,563515131;;;
MRFAP1L1;1,563262849;;;
ARFIP1;1,563244568;;;
KLHL36;1,562944531;;;
RFC3;1,562944037;;;
ZNF414;1,562838892;;;
TFAM;1,562755656;;;
RP11-85F14,5;1,562737135;;;
VIPR1;1,562687504;;;
SEPHS1;1,562680953;;;
EIF3J-AS1;1,562606455;;;
UTP3;1,562363168;;;
ADAM10;1,562257779;;;
ZNRD1;1,562231127;;;
PRPS2;1,562214836;;;
PI4KB;1,562170257;;;
RPS17;1,561987294;;;
ATXN1;1,561979733;;;
ALG8;1,561978553;;;
PHF14;1,561861907;;;
SCYL1;1,561741453;;;
C10orf32;1,561738953;;;
MRPL49;1,56170941;;;
KCTD5;1,561516446;;;
HAT1;1,561485192;;;
PLCG1;1,561441143;;;
HPS3;1,561440942;;;
CRTC3;1,561307263;;;
EXOSC7;1,561112233;;;
DNAJA2;1,561063307;;;
BTG3;1,560962268;;;
CREBBP;1,560960206;;;
PDSS1;1,560865762;;;
DHX38;1,560744887;;;
UNG;1,560697798;;;
IQCG;1,560690375;;;
MAP1S;1,560410604;;;
INTS3;1,560405455;;;
SH2B1;1,560368939;;;
SESN3;1,560357089;;;
KAT6A;1,560348131;;;
ANTXR2;1,560281233;;;
SLC25A17;1,560237599;;;
C1orf172;1,560028206;;;
FARS2;1,560007654;;;
RP11-304L19,5;1,559991846;;;
MARS;1,559825744;;;
PPP1R10;1,559680555;;;
PBX4;1,559486077;;;
NDUFS1;1,559329807;;;
TIAL1;1,559260561;;;
GANAB;1,559237133;;;
UBE2Q1;1,559194898;;;
FAM177A1;1,559076302;;;
IDH1;1,558868263;;;
RP11-395A13,2;1,558634778;;;
TCEAL3;1,558608107;;;
OARD1;1,558494042;;;
ZNF512;1,558490608;;;
DESI2;1,55836956;;;
ELP6;1,558288618;;;
MAP4K4;1,55828529;;;
DNLZ;1,558214614;;;
C7orf13;1,558103937;;;
SP1;1,557947348;;;
TMEM30B;1,557799996;;;
BZRAP1-AS1;1,557742592;;;
WRAP73;1,55772234;;;
DHRS1;1,55763114;;;
SLC29A3;1,557601189;;;
SPATA2L;1,557571278;;;
STX16;1,557363043;;;
MRPL39;1,557178414;;;
CSNK2A1;1,556885675;;;
CEP68;1,556858923;;;
APEH;1,556735004;;;
BCAT2;1,556673907;;;
RP11-611E13,2;1,55651573;;;
C1orf27;1,556508442;;;
FIG4;1,556483856;;;
KRCC1;1,556454048;;;
RP11-104L21,3;1,556415875;;;
TARSL2;1,556359079;;;
ZNF480;1,556237054;;;
UCHL5;1,556201205;;;
NOP9;1,55579539;;;
MED13L;1,555715906;;;
DMXL1;1,555678412;;;
MALSU1;1,555537503;;;
ITPR2;1,555502356;;;
GATAD2A;1,555438391;;;
SRRT;1,555189906;;;
LRRC42;1,555137997;;;
NGLY1;1,555123463;;;
TMEM42;1,555019956;;;
C7orf55;1,554717956;;;
LAMTOR3;1,554711689;;;
ZNF622;1,554703541;;;
TMEM223;1,554671788;;;
PPAP2A;1,554556442;;;
U2AF2;1,554552619;;;
RP11-143J12,2;1,554441386;;;
SMG5;1,554180521;;;
NFU1;1,554133288;;;
TRIM44;1,554064978;;;
OSM;1,554061335;;;
CREB3;1,554020565;;;
SLC2A11;1,553888647;;;
RP13-580F15,2;1,553734637;;;
LIAS;1,553709603;;;
RGL2;1,553648531;;;
MTF2;1,553595823;;;
COPB1;1,553419562;;;
RP11-147L13,2;1,55330776;;;
COQ9;1,553303859;;;
IVNS1ABP;1,553178402;;;
INO80E;1,553134424;;;
PCF11;1,553006453;;;
WDR46;1,553001359;;;
CCL28;1,552815543;;;
BCCIP;1,552807253;;;
